tweet,Sentimen
"Krn dg diumumkannya rencana ""New normal"" dari pemerintah, makan akan muncul EUFORIA ditengah masyarakat seolah2 bhw covid-19 Ini sdh hilang dari muka bumi NKRI kita tercinta, pdhl sesungguhnya ancaman covid-19 itu msh ada dan nyata, bhkn bisa lebih dahsyat lagi jika kita lalai,",Negatif
"#pakaimasker
Mari ikuti anjuran Pemerintah turut andil dalam melawan pandemi Covid-19. Bersama kita bisa lawan corona
#PartisipasiCegahCovid19
#jogopacitan  https://www.instagram.com/p/CAy50KtBB3Y/?igshid=16gojkv5p6mo8 …",Positif
"Clear, berarti tdk ada bentuk dan niatan sabotase utk kota Sbya...
Dari pada marah"" mlulu, Lbh baik bekerja sama saling perkuat kordinasi antara pemerintah kota dan Pemprop lawan covid-19..👍🙏  https://twitter.com/bpbd_jatim/status/1266554493077843968 …",Positif
"Gak habis pikir kok tega pemerintah sampe menyampaikan rencana new normal. Dimana masih ada orang yg takut untuk keluar, menjaga diri dan keluarga nya. Dimana petugas kes masih bergulat dengan pasien yg bermacam² type nya. Gak mikir perasaan pasien dan keluarga yg terdampak covid",Negatif
"Barangkali pemerintah gadak anggaran lagi, semua sdh fokus ke. Covid, mungkin anggaran tahun depan bisa masuk lagi",Negatif
"Betul mba, permainan politik ini. Bpbd jatim punya provinsi. Sedangkan mobil pcr prioritas Surabaya bukan kota lain kata ketua gugus tugas percepatan penanganan covid(pemerintah pusat) , tapi di alih kan ke kota lain oleh pemda dengan alasan kota lain membutuhkan",Negatif
"Sarapan sehat ya ,mencegah covid 19 sesuai anjuran pemerintah...keep health all.
HAVE A NICE WEEKEND TO ALL  https://www.instagram.com/p/CAy3nvlDwaQGsWI5JBSbG8Dzv6suhATA9_UIgw0/?igshid=bbu9z3wrdbl …",Positif
"Sarapan sehat ya ,mencegah covid 19 sesuai anjuran pemerintah...keep health all.
HAVE A NICE WEEKEND TO ALL  https://www.instagram.com/p/CAy3nvlDwaQGsWI5JBSbG8Dzv6suhATA9_UIgw0/?igshid=8q40ie3rkex0 …",Positif
Di pasar pun orang bejubel yg dari awal covid tetap dibuka. Heheee. Intinya adalah kerjasama pemerintah dan rakyat sndiri. Pengertian new normal harus dipahami dulu. Pelan2 disosialisasikan ke masyarakat.,Positif
"hai sobat tweets,
Social distancing merupakan cara yang paling mudah untuk dilakukan terutama dengan wacana pemerintah terkait New Normal karena dengan cara ini kita mampu melindungi diri sendiri dan orang lain dari penyebaran Covid-19
#StayAtHomeAndStaySafe pic.twitter.com/ayl5brbgZv",Positif
"KORPRI PC PMII Jakpus Libatkan Semua Elemen, Dukung Kebijakan Pemerintah Dalam Menanggulangi Covid-19  https://ift.tt/2Xd3Oml ",Positif
".
Mulai dari Dokter, Tenaga Medis, TNI-Polri serta Pemerintah yang telah berjuang memberikan yang terbaik untuk dapat memberantas Covid 19, memberikan rasa aman kepada Kami.
.
Engkau telah menjadi Garda terdepan…  https://www.instagram.com/p/CAy1SenA83q/?igshid=dywgwk8b8h5c …",Positif
tapi gue ngelihatnya sebagai sebuah kritik dan desakan untuk mengambil tindakan melawan covid agar para buzzer tidak menjadi boneka pemerintah,Positif
Airlangga Minta Kader Golkar Dukung Pemerintah Tangani Covid | Republika Online Mobile  https://m.republika.co.id/berita/qb45ou436/airlangga-minta-kader-golkar-dukung-pemerintah-tangani-covid …,Positif
"@pkc_pademangan dimohon bs bantu para warga yg butuh suket sehat, kan jls aturan pemerintah. Bahwa yg dpt memberi puskesmas. Knp petugas menganjurkan minta ke RS swasta yg berbayar sgt mahal 300 rb. Org sehat di suruh ke RS, mksdnya apa?  Bgmn bs memutus rantai penyebaran covid .",Negatif
Mungkin pemerintah sdh tidak sanggup menghandle krisis infeksi covid-19 lagi jadi ya sudah dibuat seolah olah sudah aman untuk diterapkan new normal. Tapi supaya ga salah salah amat juga diingatkan awas gelombang kedua covid-19. Ammpuuunnn ambyar,Negatif
Didalam tubuh kita sejak dulu udah ada virus namun antibodi kita bisa meminimalizir virus tersebut. Sama halnya dengan covid 19 sebenarnya virus ini gak bahaya namun media dan pemerintah aja terlalu membesarkan,Negatif
"Tapi.. Kini pemerintah merancang istilah baru yaitu New Normal.

Apa itu new normal?
New Normal merupakan perubahan perilaku untuk tetap menjalankan aktivitas secara normal, tetapi dengan ditambah dengan menerapkan protokol kesehatan guna mencegah terjadinya penularan Covid-19.",Positif
"Pemerintah tidak bertanggungjawab atas nyawa setiap individu, kalo individu nya sendiri yg gamau diatur. Garda terdepan ""penanganan"" covid memang tenaga medis, tapi garda terdepan ""pencegahan"" covid itu diri sendiri",Positif
"Susah sih dok. Simalakama. Kalau ga keluar mrk yg cr uang harian ga makan. Pemerintah ga bisa bantu byk karna kita bukan negara maju, apalagi termasuk penduduk terpadat didunia. Masyarakat kita macem pegang prinsip ""kena covid itu takdir, tp kalau mati kelaparan bukan"" 😩",Negatif
"“New normal” menjadi salah satu kebijakan gagap pemerintah dalam mengahadapi pandemi covid-19, padahal psbb yang dilakukan selama kurang lebih 3 bulan ini akhirnya menjadi sia-sia karena kita diarahkan untuk “berdamai” dengan virus..",Negatif
"4sehat 5sempurna.
Gatau lg pemerintah sgt menfasilitasi pasien covid baik pdp/odp nya dengan sangat baik~~ 
Semoga pasien segera pulih, dan virus cepat berlalu 🙏☺ amin
(Btw foto dari odp yg sedang menjalankan karantina kota)  pic.twitter.com/2IE1iaMGMu",Positif
"Dukung Penuh Pemerintah, KORPRI PC PMII Jakpus : Bersama Putus Mata Rantai Covid-19  https://penapos.com/2020/05/30/dukung-penuh-pemerintah-korpri-pc-pmii-jakpus-bersama-putus-mata-rantai-covid-19/ …",Positif
Definisi new normal adalah skenario untuk mempercepat penanganan COVID-19 dalam aspek kesehatan dan sosial-ekonomi. Pemerintah Indonesia telah mengumumkan rencana untuk mengimplementasikan skenario new normal dengan…  https://www.instagram.com/p/CAyuptSnEEl/?igshid=1brpgn4ir1rfv …,Positif
"Bersama Melawan Covid-19, KORPRI PC PMII Jakpus Ajak Masyarakat Dukung Program Pemerintah  https://tribunrakyat.com/15622/30/05/2020/bersama-melawan-covid-19-korpri-pc-pmii-jakpus-ajak-masyarakat-dukung-program-pemerintah.html …",Positif
"Semoga pintu masuk ke Aceh tetap dijaga, yg masuk ke Aceh mesti ada surat bebas Covid-19, insyaAllah Aceh akan tetap aman. Terima kasih kepada Tim Gugus Covid-19 Pemerintah Aceh yg sdah bekerja sangat baik ♥️",Positif
"Nihil ini kan ga ada org yg periksa ato melakukan check. Bs jd bnyk warga yg kena krn faktor u jd warga berdiam saja drmh tdk ke rs krn biaya
Klu mau new normal
Pemerintah hrs menjalankan protap
1. Angka positif menurun
2. Memfilterisasi org yg sdh terjangkit 
3. Rutin test covid",Negatif
"Konon kita diibaratkan sedang berperang melawan covid-19. Untuk menang kita butuh prajurit dan rakyat yg patuh, senjata+amunisi.
Patuh..., Warga +62 tidak patuh dan taat pada pemerintah.
Senjata..., senjata melawan covid-19 adalah alkes termasuk lab dan ventilator.
Amunisi=obat",Positif
"Muhammadiyah mendeklarisikan perlawanan sekalipun pemerintah sempat menyatakan ajakan kepada masyarakat agar berdamai dengan covid-19

#Muhammadiyah
#BersamaPerangiCorona https://www.suaramuhammadiyah.id/2020/05/25/menghadapi-covid-19-dengan-bersyukur-dari-satu-nikmat-ke-nikmat-yang-lain/ …",Positif
"Korsel aja yang pemerintahnya sigap dan cepat dalam menangani covid, saat nerapin new normal angka positifnya naik lagi tuh. Pemerintah kita kurva naik mau new normal. Hadeh udah kita mah abnormal aja.",Negatif
"🦠 RENUNGAN SEPUTAR PERKEMBANGAN TERBARU PENANGGULANGAN COVID-19

 https://linktr.ee/ukhuwahfilhijrah …

Kita shalat di rumah bukan semata karena menaati pemerintah. Tapi juga karena menghindari bahaya penyebaran Covid-19.  pic.twitter.com/Fn2llWgT9I",Positif
"Dear Covid -19...
 ""Awalnya Aq tdk mmbencimu krn smua sdh takdir,tpi ktika pemerintah memerintahkan berlakunya social distancing itu mmbuatku sngat sedih krn jadwal shift krja berubah dan itu mmbuat Aq trpisah jadwal dgn nya!.""
Smnjak itu,Aq mnunggu dia smpai jam plg. ;(  pic.twitter.com/7463k92XHF",Negatif
"Heran banget liat pemerintah. Udah tau lagi wabah gini pasti dampaknya ke ekonomi kita, bukannya cepetan beresin dulu covidnya jadi ekonomi bisa ikut pulih

Lah ini, gagal ngadepin covid, terus nyerah langsung ngeluarin embel-embel “new normal”",Negatif
"Ogah situ ja yg duluan rasain covid. 
Skrng sdh serba tggung. 
Mw stop covid, org2 dr bln mrt gk mw diem dirmh, alasn cari nafkah. Giliran lebarn bli baju & bakar petasan, tp nuntut BLT. Ekonomi anjlok, pemerintah dituduh gagal urus covid. Emang negara lain gimna? Terserahlah.",Positif
"Mending diskusi bagaimana membantu pemerintah melawan pandemi covid 19. 

Kasih masukan, atau bantu masyarakat mengurangi beban kesulitan saat ini . 

Ini orang intelek semua kan ? 
Pinter ² kan ? 

Segini aja dulu ~",Positif
"Ngerti sih pemerintah berusaha buka mall dan gencerin pariwisata krn ekonomi. Pemerintah jg udh ga kuat nanganin covid. Coba aja pemerintah di indo (dari yg tertinggi sampe yg terendah) gak korupsi, pasti Indo punya banyak dana buat nanganin covid tanpa hrs bikin keputusan aneh  https://twitter.com/jokowi/status/1265903557166772224 …",Negatif
"Kalo menganalogikan keadaan ini sebagai tubuh manusia, simulasinya pemerintah sbg imun, dan covid ttp sbg penyakit. Sampai pada kesimpulan, dampak dari penyakit itu tdk akan besar seandainya imun tubuh lebih dominan dgn kualitas untuk mencegah penyebaran ke syaraf lain dlm tubuh.  https://twitter.com/CNNIndonesia/status/1266360786886090753 …",Negatif
"Di plang putih itu tertulis ""FIQUE EM CASA"" atau STAY AT HOME 😅. tapi disini memang pelan-pelan dibuka kembali. Jadi pantai sudah mulai rame. Pemerintah sini sambil lihat perkembangan kasus covid ini. Semoga kita segera terbebas dari masalah Covid ini yaaa💪👍  pic.twitter.com/srOOBH4BqG",Positif
".. ideal utk penerapan new normal seperti saran WHO. Indonesia tidak yakin dng masyarakatnya, Indonesia tdk cukup berhasil buat covid melewati peak dng sudah melakukan psbb. Dan keadaan ini buat pemerintah ga sanggup membiaya (berupa bansos/atau pelatihan prakerja/..",Negatif
"Membanggakan ketika Pemerintah Pusat meminta Pemerintah Aceh untuk berbagi langkah langkah penanganan covid-19 yang dinyatakan berhasil menekan angka penyebaran.
Alhamdulillah, Aceh menjadi rujukan nasional.

 https://aceh.perdananews.com/2020/05/29/penanganan-covid-19-aceh/ …",Positif
Kebijakan untuk New Normal sebenarnya sih bagus... Tapi kalau virus covid 19 belum terkendali dengan baik oleh pemerintah.... Ini bisa menyebabkan korban covid 19 akan lebih banyak lagi bertambah.. 😢😷😷,Negatif
Kebijakan untuk New Normal sebenarnya sih bagus.. Tapi kalau virus covid 19 belum terkendali dengan baik oleh pemerintah... Bisa jadi korban covid ini akan lebih banyak bertambah... 😢😷😷  https://twitter.com/liputan6dotcom/status/1266512906327224322 …,Negatif
"Korea yg orngnya disiplin n pemerintah nya tanggap aja dalam menangani Covid-19, New Normal nya gagal ..
Ehh ada negeri yg blom waktunya new normal mau maksain new normal,. Gile loe ndro",Negatif
"Excess death! Data orang meninggal terkait Covid-19 yang dilaporkan pemerintah senantiasa dipersoalkan, krn hanya menghitung yg sudah terkonfirmasi positif. Alhasil, mereka menolak angka mortality rate Indonesia yg 5,6 per satu juta penduduk. Apa yg terjadi?",Positif
"Dr peristiwa covid-19 kt semua baru mengetahui bhw dlm pengelolaan data, kt msh payah. Ini mjd pelajaran berharga bhw ke depan pemerintah perlu mengelola data masyarakat & nakes yg valid & terintegrasi. Tdk menutup kemungkinan jg adl data profesi keahlian lainnya dlm pngn bencana",Negatif
"Ayo..kita bersama-sama mematuhi anjuran pemerintah guna menekan penyebaran covid -19

#putuspenyebarancovid19
#divisihumaspolri
#poldakaltim
#polrespaser 
kabar_taka 
kabarpaser  https://www.instagram.com/p/CAykuP4lRYH/?igshid=l2pn6wiodobq …",Positif
"Wes talah... Gak usah kakehan cocot. Nek awakmu durung ngubah kebiasaan ngadepi #newnormal gak usah nyangkem. Urusan pemerintah iku gak awakmu thok, gak covid thok. Iku emake tukaran ojo diguyang bensin. Deloki ae tekok kadohan ambek ngopi2 sak klepusane...",Positif
"Tapi memang dari awal pemerintah tidak konsisten dan lucuk dalam membuat kebijakan, ditambah lagi rakyat +62 yg ngeyel dan gak ada tukats tukatsnya sama covid akibat sikap pasrah yang ketinggian",Negatif
Bilang aja pemerintah dah ga mampu biayain korban covid.,Negatif
"setiap kebijakan pemerintah hari ini selalu memicu perdebatan. kan pmrintah cukup mempublikasian kajian ilmiahnya, alasan knp kebijakan tsb diambil. #psbb #KebijakanSemrawut #kebijakanharusbijak #jkw #covid
@ridwankamil @jokowi",Negatif
"Pemerintah harus tegas & jelas kasih arahan dan beri insentif. Jangan plinplan, jangan bikin bingung rakyat. 

Ayo bersama2
Kita doakan kasus covid segera turun 🤲

Tim Pakar Gugus Tugas: Kalau Mau New Normal, Kasus Corona dalam 2 Minggu Harus Turun 50% 
 https://m.kumparan.com/kumparannews/tim-pakar-kalau-mau-new-normal-kasus-corona-dalam-2-minggu-harus-turun-50-1tUOOk3qr9z …",Negatif
"he kalian ini kenapa ya koq kelakuan nya ribuuut trus gk capek apa
sudah kita tinggal taati aturan pemerintah supaya angka penurunan covid menurun 
gitu aja koq repot",Positif
Inilah gunanya para napi di lapas pada di bebaskan dengan alasan covid 19.... sedang para ulama dan masyarakat yang bersebrangan dengan pemerintah dengan sedikit aduan langsung di jebloskan ke penjara,Negatif
"Anda pikir ambil sebuah keputusan dengan mudah? Coba kamu/mba pikiran deh...
pemerintah mana yg labil mengambil keputusan saat covid?",Positif
"pemerintah mungkin nungguin semua masyarakatnya pd kena covid 19 dan nunggu siapa yg daya tahan imunnya kuat dia yg bisa bertahan dan ngelaluin virus nya dgn cpt tp ya yang ga kuat bakalan ke eliminasi. kalo yg kesisa org2 yg emg daya tahan imunnya kuat, virusnya bkln cpt kelar.",Negatif
"urusan pandemi covid, termasuk ""the new normal"", lebih banyak soal konunikasi publik oleh pemerintah, agar pesan nya jelas & tegas.

selanjut nya adl sikap dan perilaku manusia Indonesia atas pesan tadi.

bagaimana pesan-perilaku bisa klop, kalo pesan nya tidak jelas & tegas?",Negatif
"Sepikiran banget, kalo covid ini salah satu alat pengalihan pemerintah untuk adanya hal2 politik yg sedang terjadi dibaliknya, cuma sayang, ku belum cukup berilmu dan berpower buat ngomong seperti beliau, ternyata geo politik menarik 😎
 https://youtu.be/eWwt4aPMs9g ",Negatif
"Semoga pemerintah lbh bijak dalam setiap langkahnya, demi kepentingan rakyat prioritas utama, bukan kepentingan politik semata, karena pandemi ini bukan hal remeh yg bisa menimpa siapa saja. Singsingkan lengan & turunkan ego utk bersama-sama berantas Covid 19
@KhofifahIP @jokowi https://twitter.com/PartaiSocmed/status/1266332875734970368 …",Positif
"Emang semuanya itu rakyat yg salah.
Pemerintah gk mungkin ngelakuin kesalahan. Apalagi pakde jokowi, semua kebijakanya slalu tepat

Inget ya. Kalian rakyat bodoh.
Pakde sudah membayar influencer untuk wisata, 
Covid masuk itu karena rakyat, bukan pemeritnah",Negatif
"3. Jawa Timur luas, kok cuman 2 mobil nah. Ya mungkin ini menandakan kurang sigapan pemerintah dalam menangani covid.

Apapun demikian tetap apresiasi setinggi tingginya buat pemerintah telah berupaya dengan maksimal dalam menangani covid.",Negatif
Pemerintah Aceh berhasil melakukan intervensi di semua aspek kehidupan masyarakat sehingga dapat mencegah penyebaran Covid-19 👍  https://twitter.com/wiratmadinata98/status/1266352776503676932 …,Positif
"Bukan tidak ada model, tapi  di  saat pandemi seperti ini apa  salahnya mengikuti anjuran pemerintah, apalagi kota Sorong  & kabupaten Sorong penderitanya covid - 19 masih mengalami peningkatan @ Di Rumah Saja :-))  https://www.instagram.com/p/CAyD6LvB6By/?igshid=73y9z3885vtr …",Positif
"Tinggal menghitung waktu mundur dan covid-19 bakalan meledak habis2an. Gelombang pertama corona saja pemerintah tdk siap, ini malah mengambil resiko untuk menerobos gelombang kedua spertinya negeri ini bakal  hancur2an dan akhirnya rakyat yg akan menjadi korban dr setiap kebijakn",Negatif
"Pemerintah menggiring orang mempersepsikan new normal scr tidak tepat. Padahal dg lockdown n PSBB, bahkan sejak awal pandemi, sudah bisa dikatakan kita menerapkan newnormal/normalitas baru karena mmg gaya hidup kita tdk bisa kembali sama dengan sebelum covid. #TataKehidupanBaru",Negatif
"Gelombang pertama saja pemerintah sdah tdk siap melawan corona apa lagi gelombang k 2 bakalan hancur2an negeri ini.
Tinggal menghitung waktu dan habis itu covid-19 meledak.",Negatif
"Itu dia. Pemerintah menggiring orang mempersepsikan new normal dg tidak tepat. Padahal dg lockdown n PSBB, bahkan sejak awal covid sudah bisa dikatakan kita menerapkan newnormal/tatanan baru karena mmg gaya hidup kita tdk bisa kembali sama dengan sebelum covid. Cc: @ridwankamil",Negatif
"Justru, sy terdampak covid & byk org lainnya. Klu pemerintah tegas dr awal tdk berlama2, wabah tdk keburu meluas & ekonomi tdk makin parah, memberi bansos u/bbrp tempat lbh ringan dibanding spt skg, akhirnya keteteran, buru2 mau new normal pdahal puncaknya sj blm.",Negatif
Semoga pemerintah serius dalam penanganan covid 19,Positif
aku random sekali menonton Titanic di netflix. tapi aku skip2 terus pas bagian kapal mulai bocor dan orang2 panik awak kapal nyuruh jangan panik hmmm mirip pemerintah dalam menangani covid,Negatif
"Edisi ke-51
Untuk cegah Covid 19 sebaiknya Kakak tetap #dirumahsaja, 

Selalu terapkan perilaku hidup bersih dan sehat ya kak dan lakukan 
Pakai masker
Jaga jarak
Sering cuci tangan dengan sabun

Yuh kita bantu pemerintah dengan update cara pencegahan melalui media sosial masing""  pic.twitter.com/yp4Wm9aViT",Positif
"Layak Ditiru, Penanganan Covid-19 Pemerintah Aceh Sangat Terkoordinir  http://lintasgayo.co/2020/05/29/layak-ditiru-penanganan-covid-19-pemerintah-aceh-sangat-terkoordinir …",Positif
bukan maksud nyalahin atau gmnsi tapi gue ngerasa covid di indo gabakal separah ini kalo pas awal2 bgt pemerintah & masyarakat ofc udah tegas dan ada tindakan preventif yg ketat buat protokol penanganannya,Negatif
